"categoria_1","categoria_2","categoria_3","categoria_4","anio","componente","emision"
"energía","consumo de combustibles fósiles","pulpa, papel e impresión","pulpa, papel e impresión",1997,"ch4",1.1998644
"energía","consumo de combustibles fósiles","procesamiento de alimentos, bebidas y tabaco","procesamiento de alimentos, bebidas y tabaco",1997,"ch4",59.7943626
"energía","consumo de combustibles fósiles","otros","otros",1997,"ch4",9.8857689
"energía","consumo de combustibles fósiles","aviación civil","aviación civil",1997,"ch4",2.8007364
"energía","consumo de combustibles fósiles","autotransporte","autotransporte",1997,"ch4",395.407294239341
"energía","consumo de combustibles fósiles","ferrocarril","ferrocarril",1997,"ch4",2.922255
"energía","consumo de combustibles fósiles","navegación","navegación",1997,"ch4",2.68935747139588
"energía","consumo de combustibles fósiles","comercio y sectores institucionales","comercio y sectores institucionales",1997,"ch4",12.5609085
"energía","consumo de combustibles fósiles","residencial","residencial",1997,"ch4",1045.23780333
"energía","consumo de combustibles fósiles","agricultura, pesca y forestal","agricultura, pesca y forestal",1997,"ch4",16.66854
"energía","emisiones fugitivas","minería de carbón","minas subterráneas",1997,"ch4",2642.9821047
"energía","emisiones fugitivas","minería de carbón","minas a cielo abierto (en superficie)",1997,"ch4",60.1993392
"energía","emisiones fugitivas","petróleo","petróleo",1997,"ch4",467.45480376
"energía","emisiones fugitivas","gas natural","gas natural",1997,"ch4",15321.0981535317
"energía","emisiones fugitivas","venteo y combustión en quemadores","venteo y combustión en quemadores",1997,"ch4",33728.1948545438
"procesos industriales","industria química","otros","otros",1997,"ch4",75.3309351515574
"agricultura","fermentación entérica","vacas","lecheras",1997,"ch4",3770.47503
"agricultura","fermentación entérica","vacas","no lecheras",1997,"ch4",28922.00871
"agricultura","fermentación entérica","ovejas","ovejas",1997,"ch4",658.56189
"agricultura","fermentación entérica","cabras","cabras",1997,"ch4",936.9465
"agricultura","fermentación entérica","caballos","caballos",1997,"ch4",874.5286095
"agricultura","fermentación entérica","mulas y asnos","mulas y asnos",1997,"ch4",362.954996670001
"agricultura","fermentación entérica","cerdos","cerdos",1997,"ch4",330.432123
"agricultura","manejo de estiércol","vacas","lecheras",1997,"ch4",25.08891
"agricultura","manejo de estiércol","vacas","no lecheras",1997,"ch4",610.0731
"agricultura","manejo de estiércol","ovejas","ovejas",1997,"ch4",18.3337608286078
"agricultura","manejo de estiércol","cabras","cabras",1997,"ch4",27.9576268161204
"agricultura","manejo de estiércol","caballos","caballos",1997,"ch4",87.5779219421031
"agricultura","manejo de estiércol","mulas y asnos","mulas y asnos",1997,"ch4",35.7934015894877
"agricultura","manejo de estiércol","cerdos","cerdos",1997,"ch4",229.441724677046
"agricultura","manejo de estiércol","aves","aves",1997,"ch4",74.3280084819975
"agricultura","cultivo de arroz","cultivo irrigado","cultivo irrigado",1997,"ch4",219.7356
"agricultura","cultivo de arroz","cultivo de temporal","cultivo de temporal",1997,"ch4",102.77232
"agricultura","quemas en campo de residuos agrícolas","quemas en campo de residuos agrícolas","quemas en campo de residuos agrícolas",1997,"ch4",36.6556631261184
"uso del suelo, cambio de uso del suelo y silvicultura","conversion de bosques y pastizales","conversion de bosques y pastizales","conversion de bosques y pastizales",1997,"ch4",819.925843058491
"desechos (ipcc 2006)","eliminación de desechos sólidos","eliminación de desechos sólidos","eliminación de desechos sólidos",1997,"ch4",7247.82077257245
"desechos (ipcc 2006)","tratamiento biológico de los desechos sólidos","tratamiento biológico de los desechos sólidos","tratamiento biológico de los desechos sólidos",1997,"ch4",215.0321376
"desechos (ipcc 2006)","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos",1997,"ch4",410.5717161
"desechos (ipcc 2006)","tratamiento y eliminación de aguas residuales","tratamiento y eliminación de aguas residuales domésticas","   tratamiento y eliminación de aguas residuales domésticas",1997,"ch4",5239.75451622295
"desechos (ipcc 2006)","tratamiento y eliminación de aguas residuales","tratamiento y eliminación de aguas residuales industriales","   tratamiento y eliminación de aguas residuales industriales",1997,"ch4",7989.140883276
"bunkers","aviación internacional","aviación internacional","aviación internacional",1997,"ch4",8.3676915
"bunkers","navegación internacional","navegación internacional","navegación internacional",1997,"ch4",0.084637528604119
"energía","consumo de combustibles fósiles","producción de electricidad","producción de electricidad",1998,"ch4",51.05772
"energía","consumo de combustibles fósiles","consumo propio","consumo propio",1998,"ch4",24.6716091006
"energía","consumo de combustibles fósiles","hierro y acero","hierro y acero",1998,"ch4",4.7911779581442
"energía","consumo de combustibles fósiles","metales no ferrosos","metales no ferrosos",1998,"ch4",0.1203048
"energía","consumo de combustibles fósiles","productos químicos","productos químicos",1998,"ch4",8.7752868
"energía","consumo de combustibles fósiles","pulpa, papel e impresión","pulpa, papel e impresión",1998,"ch4",1.3236258
"energía","consumo de combustibles fósiles","procesamiento de alimentos, bebidas y tabaco","procesamiento de alimentos, bebidas y tabaco",1998,"ch4",61.8040164
"energía","consumo de combustibles fósiles","otros","otros",1998,"ch4",10.2833724
"energía","consumo de combustibles fósiles","aviación civil","aviación civil",1998,"ch4",2.9737848
"energía","consumo de combustibles fósiles","autotransporte","autotransporte",1998,"ch4",389.966164181411
"energía","consumo de combustibles fósiles","ferrocarril","ferrocarril",1998,"ch4",2.440515
"energía","consumo de combustibles fósiles","navegación","navegación",1998,"ch4",3.3349750836948
"energía","consumo de combustibles fósiles","comercio y sectores institucionales","comercio y sectores institucionales",1998,"ch4",13.1732937
"energía","consumo de combustibles fósiles","residencial","residencial",1998,"ch4",1052.19654834
"energía","consumo de combustibles fósiles","agricultura, pesca y forestal","agricultura, pesca y forestal",1998,"ch4",16.52427
"energía","emisiones fugitivas","minería de carbón","minas subterráneas",1998,"ch4",2628.0490509
"energía","emisiones fugitivas","minería de carbón","minas a cielo abierto (en superficie)",1998,"ch4",55.3558824
"energía","emisiones fugitivas","petróleo","petróleo",1998,"ch4",475.50886509
"energía","emisiones fugitivas","gas natural","gas natural",1998,"ch4",15811.340079104
"energía","emisiones fugitivas","venteo y combustión en quemadores","venteo y combustión en quemadores",1998,"ch4",35297.4433383048
"procesos industriales","industria química","otros","otros",1998,"ch4",75.6080932939584
"agricultura","fermentación entérica","vacas","lecheras",1998,"ch4",3974.320319844
"agricultura","fermentación entérica","vacas","no lecheras",1998,"ch4",29116.908282168
"agricultura","fermentación entérica","ovejas","ovejas",1998,"ch4",609.462525
"agricultura","fermentación entérica","cabras","cabras",1998,"ch4",949.190235
"agricultura","fermentación entérica","caballos","caballos",1998,"ch4",837.29395575
"agricultura","fermentación entérica","mulas y asnos","mulas y asnos",1998,"ch4",343.783085940002
"agricultura","fermentación entérica","cerdos","cerdos",1998,"ch4",314.402172
"agricultura","manejo de estiércol","vacas","lecheras",1998,"ch4",26.4452736940636
"agricultura","manejo de estiércol","vacas","no lecheras",1998,"ch4",614.164152
"agricultura","manejo de estiércol","ovejas","ovejas",1998,"ch4",16.9668794034671
"agricultura","manejo de estiércol","cabras","cabras",1998,"ch4",28.3229686728491
"agricultura","manejo de estiércol","caballos","caballos",1998,"ch4",83.8491318668154
"agricultura","manejo de estiércol","mulas y asnos","mulas y asnos",1998,"ch4",33.9027322054247
"agricultura","manejo de estiércol","cerdos","cerdos",1998,"ch4",218.311028392023
"agricultura","manejo de estiércol","aves","aves",1998,"ch4",71.8785091587567
"agricultura","cultivo de arroz","cultivo irrigado","cultivo irrigado",1998,"ch4",160.9881
"agricultura","cultivo de arroz","cultivo de temporal","cultivo de temporal",1998,"ch4",106.237656
"agricultura","quemas en campo de residuos agrícolas","quemas en campo de residuos agrícolas","quemas en campo de residuos agrícolas",1998,"ch4",39.0557933946109
"uso del suelo, cambio de uso del suelo y silvicultura","conversion de bosques y pastizales","conversion de bosques y pastizales","conversion de bosques y pastizales",1998,"ch4",819.925843058491
"desechos (ipcc 2006)","eliminación de desechos sólidos","eliminación de desechos sólidos","eliminación de desechos sólidos",1998,"ch4",7905.74336040977
"desechos (ipcc 2006)","tratamiento biológico de los desechos sólidos","tratamiento biológico de los desechos sólidos","tratamiento biológico de los desechos sólidos",1998,"ch4",218.539188
"desechos (ipcc 2006)","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos",1998,"ch4",424.64247735
"desechos (ipcc 2006)","tratamiento y eliminación de aguas residuales","tratamiento y eliminación de aguas residuales domésticas","   tratamiento y eliminación de aguas residuales domésticas",1998,"ch4",5349.5519797182
"desechos (ipcc 2006)","tratamiento y eliminación de aguas residuales","tratamiento y eliminación de aguas residuales industriales","   tratamiento y eliminación de aguas residuales industriales",1998,"ch4",7622.78789538
"bunkers","aviación internacional","aviación internacional","aviación internacional",1998,"ch4",9.4452435
"bunkers","navegación internacional","navegación internacional","navegación internacional",1998,"ch4",0.1703449163052
"energía","consumo de combustibles fósiles","producción de electricidad","producción de electricidad",1999,"ch4",54.1269309
"energía","consumo de combustibles fósiles","consumo propio","consumo propio",1999,"ch4",22.7277088962
"energía","consumo de combustibles fósiles","hierro y acero","hierro y acero",1999,"ch4",4.5065395760469
"energía","consumo de combustibles fósiles","metales no ferrosos","metales no ferrosos",1999,"ch4",0.1081332
"energía","consumo de combustibles fósiles","productos químicos","productos químicos",1999,"ch4",7.606788
"energía","consumo de combustibles fósiles","pulpa, papel e impresión","pulpa, papel e impresión",1999,"ch4",1.2883836
"energía","consumo de combustibles fósiles","procesamiento de alimentos, bebidas y tabaco","procesamiento de alimentos, bebidas y tabaco",1999,"ch4",56.7846174
"energía","consumo de combustibles fósiles","otros","otros",1999,"ch4",9.1325409
"energía","consumo de combustibles fósiles","aviación civil","aviación civil",1999,"ch4",3.1290651
"energía","consumo de combustibles fósiles","autotransporte","autotransporte",1999,"ch4",378.459576764613
"energía","consumo de combustibles fósiles","ferrocarril","ferrocarril",1999,"ch4",2.29614
"energía","consumo de combustibles fósiles","navegación","navegación",1999,"ch4",4.993950927
"energía","consumo de combustibles fósiles","comercio y sectores institucionales","comercio y sectores institucionales",1999,"ch4",11.9777763
"energía","consumo de combustibles fósiles","residencial","residencial",1999,"ch4",1057.97193495
"energía","consumo de combustibles fósiles","agricultura, pesca y forestal","agricultura, pesca y forestal",1999,"ch4",18.49953
"energía","emisiones fugitivas","minería de carbón","minas subterráneas",1999,"ch4",2773.5621165
"energía","emisiones fugitivas","minería de carbón","minas a cielo abierto (en superficie)",1999,"ch4",62.591802
"energía","emisiones fugitivas","petróleo","petróleo",1999,"ch4",460.19054172
"energía","emisiones fugitivas","gas natural","gas natural",1999,"ch4",15832.4585991711
"energía","emisiones fugitivas","venteo y combustión en quemadores","venteo y combustión en quemadores",1999,"ch4",35870.5965773311
"procesos industriales","industria química","otros","otros",1999,"ch4",72.224732651505
"agricultura","fermentación entérica","vacas","lecheras",1999,"ch4",4084.743429501
"agricultura","fermentación entérica","vacas","no lecheras",1999,"ch4",28188.268660062
"agricultura","fermentación entérica","ovejas","ovejas",1999,"ch4",624.62022
"agricultura","fermentación entérica","cabras","cabras",1999,"ch4",952.185675
"agricultura","fermentación entérica","caballos","caballos",1999,"ch4",800.059302
"agricultura","fermentación entérica","mulas y asnos","mulas y asnos",1999,"ch4",324.611175210004
"agricultura","fermentación entérica","cerdos","cerdos",1999,"ch4",322.577493
"agricultura","manejo de estiércol","vacas","lecheras",1999,"ch4",27.1800331301484
"agricultura","manejo de estiércol","vacas","no lecheras",1999,"ch4",594.576318
"agricultura","manejo de estiércol","ovejas","ovejas",1999,"ch4",17.3888557720708
"agricultura","manejo de estiércol","cabras","cabras",1999,"ch4",28.4123498634188
"agricultura","manejo de estiércol","caballos","caballos",1999,"ch4",80.1203417915277
"agricultura","manejo de estiércol","mulas y asnos","mulas y asnos",1999,"ch4",32.0120628213617
"agricultura","manejo de estiércol","cerdos","cerdos",1999,"ch4",223.987715431402
"agricultura","manejo de estiércol","aves","aves",1999,"ch4",75.8466837128683
"agricultura","cultivo de arroz","cultivo irrigado","cultivo irrigado",1999,"ch4",140.1162
"agricultura","cultivo de arroz","cultivo de temporal","cultivo de temporal",1999,"ch4",77.89656
"agricultura","quemas en campo de residuos agrícolas","quemas en campo de residuos agrícolas","quemas en campo de residuos agrícolas",1999,"ch4",37.3099641293353
"uso del suelo, cambio de uso del suelo y silvicultura","conversion de bosques y pastizales","conversion de bosques y pastizales","conversion de bosques y pastizales",1999,"ch4",819.925843058491
"desechos (ipcc 2006)","eliminación de desechos sólidos","eliminación de desechos sólidos","eliminación de desechos sólidos",1999,"ch4",9406.91379658307
"desechos (ipcc 2006)","tratamiento biológico de los desechos sólidos","tratamiento biológico de los desechos sólidos","tratamiento biológico de los desechos sólidos",1999,"ch4",219.5685492
"desechos (ipcc 2006)","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos",1999,"ch4",417.71564835
"desechos (ipcc 2006)","tratamiento y eliminación de aguas residuales","tratamiento y eliminación de aguas residuales domésticas","   tratamiento y eliminación de aguas residuales domésticas",1999,"ch4",5421.81030194233
"desechos (ipcc 2006)","tratamiento y eliminación de aguas residuales","tratamiento y eliminación de aguas residuales industriales","   tratamiento y eliminación de aguas residuales industriales",1999,"ch4",7867.029157218
"bunkers","aviación internacional","aviación internacional","aviación internacional",1999,"ch4",9.070866
"bunkers","navegación internacional","navegación internacional","navegación internacional",1999,"ch4",0.255104073
"energía","consumo de combustibles fósiles","producción de electricidad","producción de electricidad",2000,"ch4",60.927048
"energía","consumo de combustibles fósiles","consumo propio","consumo propio",2000,"ch4",22.4250094047
"energía","consumo de combustibles fósiles","hierro y acero","hierro y acero",2000,"ch4",3.6661237300968
"energía","consumo de combustibles fósiles","metales no ferrosos","metales no ferrosos",2000,"ch4",0.051576
"energía","consumo de combustibles fósiles","productos químicos","productos químicos",2000,"ch4",7.927836
"energía","consumo de combustibles fósiles","pulpa, papel e impresión","pulpa, papel e impresión",2000,"ch4",1.567356
"energía","consumo de combustibles fósiles","procesamiento de alimentos, bebidas y tabaco","procesamiento de alimentos, bebidas y tabaco",2000,"ch4",52.66254
"energía","consumo de combustibles fósiles","otros","otros",2000,"ch4",13.327041
"energía","consumo de combustibles fósiles","aviación civil","aviación civil",2000,"ch4",2.9916831
"energía","consumo de combustibles fósiles","autotransporte","autotransporte",2000,"ch4",386.423232086019
"energía","consumo de combustibles fósiles","ferrocarril","ferrocarril",2000,"ch4",2.36775
"energía","consumo de combustibles fósiles","navegación","navegación",2000,"ch4",5.60925356185151
"energía","consumo de combustibles fósiles","comercio y sectores institucionales","comercio y sectores institucionales",2000,"ch4",13.526604
"energía","consumo de combustibles fósiles","residencial","residencial",2000,"ch4",1204.1208732
"energía","consumo de combustibles fósiles","agricultura, pesca y forestal","agricultura, pesca y forestal",2000,"ch4",18.2847
"energía","emisiones fugitivas","minería de carbón","minas subterráneas",2000,"ch4",3121.6257765
"energía","emisiones fugitivas","minería de carbón","minas a cielo abierto (en superficie)",2000,"ch4",57.909306
"energía","emisiones fugitivas","petróleo","petróleo",2000,"ch4",480.07794429
"energía","emisiones fugitivas","gas natural","gas natural",2000,"ch4",15725.3098276375
"energía","emisiones fugitivas","venteo y combustión en quemadores","venteo y combustión en quemadores",2000,"ch4",34969.283998316
"procesos industriales","industria química","otros","otros",2000,"ch4",73.2576601164828
"agricultura","fermentación entérica","vacas","lecheras",2000,"ch4",4546.123522521
"agricultura","fermentación entérica","vacas","no lecheras",2000,"ch4",28323.728499402
"agricultura","fermentación entérica","ovejas","ovejas",2000,"ch4",634.829895
"agricultura","fermentación entérica","cabras","cabras",2000,"ch4",913.944255
"agricultura","fermentación entérica","caballos","caballos",2000,"ch4",762.82464825
"agricultura","fermentación entérica","mulas y asnos","mulas y asnos",2000,"ch4",305.439264479999
"agricultura","fermentación entérica","cerdos","cerdos",2000,"ch4",323.200647
"agricultura","manejo de estiércol","vacas","lecheras",2000,"ch4",30.2500732514705
"agricultura","manejo de estiércol","vacas","no lecheras",2000,"ch4",597.433578
"agricultura","manejo de estiércol","ovejas","ovejas",2000,"ch4",17.673083788344
"agricultura","manejo de estiércol","cabras","cabras",2000,"ch4",27.2712608585732
"agricultura","manejo de estiércol","caballos","caballos",2000,"ch4",76.39155171624
"agricultura","manejo de estiércol","mulas y asnos","mulas y asnos",2000,"ch4",30.1213934372981
"agricultura","manejo de estiércol","cerdos","cerdos",2000,"ch4",224.420414066151
"agricultura","manejo de estiércol","aves","aves",2000,"ch4",76.6936755000785
"agricultura","cultivo de arroz","cultivo irrigado","cultivo irrigado",2000,"ch4",139.26948
"agricultura","cultivo de arroz","cultivo de temporal","cultivo de temporal",2000,"ch4",85.52796
"agricultura","quemas en campo de residuos agrícolas","quemas en campo de residuos agrícolas","quemas en campo de residuos agrícolas",2000,"ch4",35.0937599031936
"uso del suelo, cambio de uso del suelo y silvicultura","conversion de bosques y pastizales","conversion de bosques y pastizales","conversion de bosques y pastizales",2000,"ch4",819.925843058491
"desechos (ipcc 2006)","eliminación de desechos sólidos","eliminación de desechos sólidos","eliminación de desechos sólidos",2000,"ch4",10658.3018003646
"desechos (ipcc 2006)","tratamiento biológico de los desechos sólidos","tratamiento biológico de los desechos sólidos","tratamiento biológico de los desechos sólidos",2000,"ch4",220.4395032
"desechos (ipcc 2006)","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos",2000,"ch4",428.8390743
"desechos (ipcc 2006)","tratamiento y eliminación de aguas residuales","tratamiento y eliminación de aguas residuales domésticas","   tratamiento y eliminación de aguas residuales domésticas",2000,"ch4",5493.73419908533
"desechos (ipcc 2006)","tratamiento y eliminación de aguas residuales","tratamiento y eliminación de aguas residuales industriales","   tratamiento y eliminación de aguas residuales industriales",2000,"ch4",7983.770929911
"bunkers","aviación internacional","aviación internacional","aviación internacional",2000,"ch4",8.507142
"bunkers","navegación internacional","navegación internacional","navegación internacional",2000,"ch4",0.286496438148493
"energía","consumo de combustibles fósiles","producción de electricidad","producción de electricidad",2001,"ch4",71.432697
"energía","consumo de combustibles fósiles","consumo propio","consumo propio",2001,"ch4",22.1234404188
"energía","consumo de combustibles fósiles","hierro y acero","hierro y acero",2001,"ch4",3.1895300618517
"energía","consumo de combustibles fósiles","metales no ferrosos","metales no ferrosos",2001,"ch4",0.04599
"energía","consumo de combustibles fósiles","productos químicos","productos químicos",2001,"ch4",6.552798
"energía","consumo de combustibles fósiles","pulpa, papel e impresión","pulpa, papel e impresión",2001,"ch4",1.48512
"energía","consumo de combustibles fósiles","procesamiento de alimentos, bebidas y tabaco","procesamiento de alimentos, bebidas y tabaco",2001,"ch4",55.227606
"energía","consumo de combustibles fósiles","otros","otros",2001,"ch4",12.107487
"energía","consumo de combustibles fósiles","aviación civil","aviación civil",2001,"ch4",2.9999529
"energía","consumo de combustibles fósiles","autotransporte","autotransporte",2001,"ch4",375.444227038334
"energía","consumo de combustibles fósiles","ferrocarril","ferrocarril",2001,"ch4",2.17035
"energía","consumo de combustibles fósiles","navegación","navegación",2001,"ch4",4.52830888907515
"energía","consumo de combustibles fósiles","comercio y sectores institucionales","comercio y sectores institucionales",2001,"ch4",13.297074
"energía","consumo de combustibles fósiles","residencial","residencial",2001,"ch4",1128.8410203
"energía","consumo de combustibles fósiles","agricultura, pesca y forestal","agricultura, pesca y forestal",2001,"ch4",17.5287
"energía","emisiones fugitivas","minería de carbón","minas subterráneas",2001,"ch4",2639.3891895
"energía","emisiones fugitivas","minería de carbón","minas a cielo abierto (en superficie)",2001,"ch4",50.739234
"energía","emisiones fugitivas","petróleo","petróleo",2001,"ch4",491.30578413
"energía","emisiones fugitivas","gas natural","gas natural",2001,"ch4",15184.9895320081
"energía","emisiones fugitivas","venteo y combustión en quemadores","venteo y combustión en quemadores",2001,"ch4",33801.2095276573
"procesos industriales","industria química","otros","otros",2001,"ch4",62.9421467384262
"agricultura","fermentación entérica","vacas","lecheras",2001,"ch4",4689.90870369
"agricultura","fermentación entérica","vacas","no lecheras",2001,"ch4",28355.174177967
"agricultura","fermentación entérica","ovejas","ovejas",2001,"ch4",647.299485
"agricultura","fermentación entérica","cabras","cabras",2001,"ch4",913.695405
"agricultura","fermentación entérica","caballos","caballos",2001,"ch4",725.5899945
"agricultura","fermentación entérica","mulas y asnos","mulas y asnos",2001,"ch4",286.26735375
"agricultura","fermentación entérica","cerdos","cerdos",2001,"ch4",320.656623
"agricultura","manejo de estiércol","vacas","lecheras",2001,"ch4",31.2068251393792
"agricultura","manejo de estiércol","vacas","no lecheras",2001,"ch4",598.096863
"agricultura","manejo de estiércol","ovejas","ovejas",2001,"ch4",18.0202257717509
"agricultura","manejo de estiércol","cabras","cabras",2001,"ch4",27.2638354021217
"agricultura","manejo de estiércol","caballos","caballos",2001,"ch4",72.6627616409524
"agricultura","manejo de estiércol","mulas y asnos","mulas y asnos",2001,"ch4",28.2307240532352
"agricultura","manejo de estiércol","cerdos","cerdos",2001,"ch4",222.65392342087
"agricultura","manejo de estiércol","aves","aves",2001,"ch4",80.9927270893513
"agricultura","cultivo de arroz","cultivo irrigado","cultivo irrigado",2001,"ch4",78.964032
"agricultura","cultivo de arroz","cultivo de temporal","cultivo de temporal",2001,"ch4",57.8436768
"agricultura","quemas en campo de residuos agrícolas","quemas en campo de residuos agrícolas","quemas en campo de residuos agrícolas",2001,"ch4",37.8911697102812
"uso del suelo, cambio de uso del suelo y silvicultura","conversion de bosques y pastizales","conversion de bosques y pastizales","conversion de bosques y pastizales",2001,"ch4",819.925843058491
"desechos (ipcc 2006)","eliminación de desechos sólidos","eliminación de desechos sólidos","eliminación de desechos sólidos",2001,"ch4",11734.6857656552
"desechos (ipcc 2006)","tratamiento biológico de los desechos sólidos","tratamiento biológico de los desechos sólidos","tratamiento biológico de los desechos sólidos",2001,"ch4",220.3423908
"desechos (ipcc 2006)","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos",2001,"ch4",438.50301495
"desechos (ipcc 2006)","tratamiento y eliminación de aguas residuales","tratamiento y eliminación de aguas residuales domésticas","   tratamiento y eliminación de aguas residuales domésticas",2001,"ch4",5557.38867174453
"desechos (ipcc 2006)","tratamiento y eliminación de aguas residuales","tratamiento y eliminación de aguas residuales industriales","   tratamiento y eliminación de aguas residuales industriales",2001,"ch4",7949.290908069
"bunkers","aviación internacional","aviación internacional","aviación internacional",2001,"ch4",8.05581
"bunkers","navegación internacional","navegación internacional","navegación internacional",2001,"ch4",0.199841110924845
"energía","consumo de combustibles fósiles","producción de electricidad","producción de electricidad",2002,"ch4",85.711836
"energía","consumo de combustibles fósiles","consumo propio","consumo propio",2002,"ch4",22.5412081272
"energía","consumo de combustibles fósiles","hierro y acero","hierro y acero",2002,"ch4",2.9166652416909
"energía","consumo de combustibles fósiles","metales no ferrosos","metales no ferrosos",2002,"ch4",0.043344
"energía","consumo de combustibles fósiles","productos químicos","productos químicos",2002,"ch4",6.147456
"energía","consumo de combustibles fósiles","pulpa, papel e impresión","pulpa, papel e impresión",2002,"ch4",1.418466
"energía","consumo de combustibles fósiles","procesamiento de alimentos, bebidas y tabaco","procesamiento de alimentos, bebidas y tabaco",2002,"ch4",54.386682
"energía","consumo de combustibles fósiles","otros","otros",2002,"ch4",13.303332
"energía","consumo de combustibles fósiles","aviación civil","aviación civil",2002,"ch4",2.7232926
"energía","consumo de combustibles fósiles","autotransporte","autotransporte",2002,"ch4",374.224572870786
"energía","consumo de combustibles fósiles","ferrocarril","ferrocarril",2002,"ch4",2.23335
"energía","consumo de combustibles fósiles","navegación","navegación",2002,"ch4",3.26003235450829
"energía","consumo de combustibles fósiles","comercio y sectores institucionales","comercio y sectores institucionales",2002,"ch4",14.026719
"energía","consumo de combustibles fósiles","residencial","residencial",2002,"ch4",1125.317928
"energía","consumo de combustibles fósiles","agricultura, pesca y forestal","agricultura, pesca y forestal",2002,"ch4",17.1171
"energía","emisiones fugitivas","minería de carbón","minas subterráneas",2002,"ch4",2493.0901737
"energía","emisiones fugitivas","minería de carbón","minas a cielo abierto (en superficie)",2002,"ch4",46.1518512
"energía","emisiones fugitivas","petróleo","petróleo",2002,"ch4",490.49163996
"energía","emisiones fugitivas","gas natural","gas natural",2002,"ch4",15177.4564272297
"energía","emisiones fugitivas","venteo y combustión en quemadores","venteo y combustión en quemadores",2002,"ch4",33148.6708623825
"procesos industriales","industria química","otros","otros",2002,"ch4",61.1550215019408
"agricultura","fermentación entérica","vacas","lecheras",2002,"ch4",4783.135795536
"agricultura","fermentación entérica","vacas","no lecheras",2002,"ch4",29095.374687687
"agricultura","fermentación entérica","ovejas","ovejas",2002,"ch4",673.7934
"agricultura","fermentación entérica","cabras","cabras",2002,"ch4",958.68675
"agricultura","fermentación entérica","caballos","caballos",2002,"ch4",688.35534075
"agricultura","fermentación entérica","mulas y asnos","mulas y asnos",2002,"ch4",267.095443020001
"agricultura","fermentación entérica","cerdos","cerdos",2002,"ch4",317.580585
"agricultura","manejo de estiércol","vacas","lecheras",2002,"ch4",31.8271616400028
"agricultura","manejo de estiércol","vacas","no lecheras",2002,"ch4",613.709943
"agricultura","manejo de estiércol","ovejas","ovejas",2002,"ch4",18.757792139315
"agricultura","manejo de estiércol","cabras","cabras",2002,"ch4",28.6063359968358
"agricultura","manejo de estiércol","caballos","caballos",2002,"ch4",68.9339715656647
"agricultura","manejo de estiércol","mulas y asnos","mulas y asnos",2002,"ch4",26.3400546691722
"agricultura","manejo de estiércol","cerdos","cerdos",2002,"ch4",220.518018904431
"agricultura","manejo de estiércol","aves","aves",2002,"ch4",84.1778259935814
"agricultura","cultivo de arroz","cultivo irrigado","cultivo irrigado",2002,"ch4",77.232708
"agricultura","cultivo de arroz","cultivo de temporal","cultivo de temporal",2002,"ch4",53.87508
"agricultura","quemas en campo de residuos agrícolas","quemas en campo de residuos agrícolas","quemas en campo de residuos agrícolas",2002,"ch4",37.9162883034271
"uso del suelo, cambio de uso del suelo y silvicultura","conversion de bosques y pastizales","conversion de bosques y pastizales","conversion de bosques y pastizales",2002,"ch4",1110.10601776634
"desechos (ipcc 2006)","eliminación de desechos sólidos","eliminación de desechos sólidos","eliminación de desechos sólidos",2002,"ch4",12915.3540602984
"desechos (ipcc 2006)","tratamiento biológico de los desechos sólidos","tratamiento biológico de los desechos sólidos","tratamiento biológico de los desechos sólidos",2002,"ch4",227.4472452
"desechos (ipcc 2006)","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos",2002,"ch4",443.9417346
"desechos (ipcc 2006)","tratamiento y eliminación de aguas residuales","tratamiento y eliminación de aguas residuales domésticas","   tratamiento y eliminación de aguas residuales domésticas",2002,"ch4",6120.68236356431
"desechos (ipcc 2006)","tratamiento y eliminación de aguas residuales","tratamiento y eliminación de aguas residuales industriales","   tratamiento y eliminación de aguas residuales industriales",2002,"ch4",8214.014660355
"bunkers","aviación internacional","aviación internacional","aviación internacional",2002,"ch4",7.50393
"bunkers","navegación internacional","navegación internacional","navegación internacional",2002,"ch4",0.139867645491707
"energía","consumo de combustibles fósiles","producción de electricidad","producción de electricidad",2003,"ch4",94.95612
"energía","consumo de combustibles fósiles","consumo propio","consumo propio",2003,"ch4",23.0403597753
"energía","consumo de combustibles fósiles","hierro y acero","hierro y acero",2003,"ch4",2.7297428625894
"energía","consumo de combustibles fósiles","metales no ferrosos","metales no ferrosos",2003,"ch4",0.042756
"energía","consumo de combustibles fósiles","productos químicos","productos químicos",2003,"ch4",5.745474
"energía","consumo de combustibles fósiles","pulpa, papel e impresión","pulpa, papel e impresión",2003,"ch4",1.436904
"energía","consumo de combustibles fósiles","procesamiento de alimentos, bebidas y tabaco","procesamiento de alimentos, bebidas y tabaco",2003,"ch4",54.925752
"energía","consumo de combustibles fósiles","otros","otros",2003,"ch4",14.593992
"energía","consumo de combustibles fósiles","aviación civil","aviación civil",2003,"ch4",2.7055518
