"categoria_1","categoria_2","categoria_3","categoria_4","anio","componente","emision"
"energía","consumo de combustibles fósiles","producción de electricidad","producción de electricidad",2008,"co2",105769.41144
"energía","consumo de combustibles fósiles","consumo propio","consumo propio",2008,"co2",48031.4172424075
"energía","consumo de combustibles fósiles","hierro y acero","hierro y acero",2008,"co2",8738.87819546407
"energía","consumo de combustibles fósiles","metales no ferrosos","metales no ferrosos",2008,"co2",68.539515
"energía","consumo de combustibles fósiles","productos químicos","productos químicos",2008,"co2",10832.22525
"energía","consumo de combustibles fósiles","pulpa, papel e impresión","pulpa, papel e impresión",2008,"co2",2521.78839
"energía","consumo de combustibles fósiles","procesamiento de alimentos, bebidas y tabaco","procesamiento de alimentos, bebidas y tabaco",2008,"co2",2475.01353
"energía","consumo de combustibles fósiles","otros","otros",2008,"co2",36441.824705
"energía","consumo de combustibles fósiles","aviación civil","aviación civil",2008,"co2",5816.24414252899
"energía","consumo de combustibles fósiles","autotransporte","autotransporte",2008,"co2",155614.35318
"energía","consumo de combustibles fósiles","ferrocarril","ferrocarril",2008,"co2",1919.67468
"energía","consumo de combustibles fósiles","navegación","navegación",2008,"co2",3146.32277843202
"energía","consumo de combustibles fósiles","comercio y sectores institucionales","comercio y sectores institucionales",2008,"co2",4635.62517
"energía","consumo de combustibles fósiles","residencial","residencial",2008,"co2",20377.647675
"energía","consumo de combustibles fósiles","agricultura, pesca y forestal","agricultura, pesca y forestal",2008,"co2",8854.60818
"procesos industriales","industria de los minerales","producción de cemento","producción de cemento",2008,"co2",19995.349452
"procesos industriales","industria de los minerales","producción de cal","producción de cal",2008,"co2",2708.34281
"procesos industriales","industria de los minerales","uso de piedra caliza y dolomita","uso de piedra caliza y dolomita",2008,"co2",13190.487523753
"procesos industriales","industria de los minerales","producción y uso de carbonato de sodio","producción y uso de carbonato de sodio",2008,"co2",120.35
"procesos industriales","industria química","producción de amoniaco","producción de amoniaco",2008,"co2",1347
"procesos industriales","industria de los metales","producción de hierro y acero","producción de hierro y acero",2008,"co2",4796.9121
"procesos industriales","industria de los metales","producción de ferroaleaciones","producción de ferroaleaciones",2008,"co2",350.1296
"procesos industriales","industria de los metales","producción de aluminio","producción de aluminio",2008,"co2",30
"uso del suelo, cambio de uso del suelo y silvicultura","cambios de biomasa en bosques y otros tipos de vegetación leñosa","cambios de biomasa en bosques y otros tipos de vegetación leñosa","cambios de biomasa en bosques y otros tipos de vegetación leñosa",2008,"co2",8189.53856571676
"uso del suelo, cambio de uso del suelo y silvicultura","conversion de bosques y pastizales","conversion de bosques y pastizales","conversion de bosques y pastizales",2008,"co2",44445.515700828
"uso del suelo, cambio de uso del suelo y silvicultura","captura por abandono de tierras manejadas","captura por abandono de tierras manejadas","captura por abandono de tierras manejadas",2008,"co2",-18863.4423043224
"uso del suelo, cambio de uso del suelo y silvicultura","emisiones y remociones de co2 de los suelos","emisiones y remociones de co2 de los suelos","emisiones y remociones de co2 de los suelos",2008,"co2",15153.2740833987
"desechos (ipcc 2006)","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos",2008,"co2",551.343885104161
"bunkers","aviación internacional","aviación internacional","aviación internacional",2008,"co2",3670.6275139389
"bunkers","navegación internacional","navegación internacional","navegación internacional",2008,"co2",131.135251567978
"emisiones de co2 por quema de biomasa","emisiones de co2 por quema de biomasa","emisiones de co2 por quema de biomasa","emisiones de co2 por quema de biomasa",2008,"co2",39003.1546666667
"energía","consumo de combustibles fósiles","producción de electricidad","producción de electricidad",2009,"co2",113471.8354
"energía","consumo de combustibles fósiles","consumo propio","consumo propio",2009,"co2",46435.1550104585
"energía","consumo de combustibles fósiles","hierro y acero","hierro y acero",2009,"co2",7893.91755682798
"energía","consumo de combustibles fósiles","metales no ferrosos","metales no ferrosos",2009,"co2",62.39937
"energía","consumo de combustibles fósiles","productos químicos","productos químicos",2009,"co2",8849.79876
"energía","consumo de combustibles fósiles","pulpa, papel e impresión","pulpa, papel e impresión",2009,"co2",2576.941125
"energía","consumo de combustibles fósiles","procesamiento de alimentos, bebidas y tabaco","procesamiento de alimentos, bebidas y tabaco",2009,"co2",2110.08138
"energía","consumo de combustibles fósiles","otros","otros",2009,"co2",34425.918945
"energía","consumo de combustibles fósiles","aviación civil","aviación civil",2009,"co2",4848.88182918946
"energía","consumo de combustibles fósiles","autotransporte","autotransporte",2009,"co2",143377.01301
"energía","consumo de combustibles fósiles","ferrocarril","ferrocarril",2009,"co2",1742.22576
"energía","consumo de combustibles fósiles","navegación","navegación",2009,"co2",2220.34562160791
"energía","consumo de combustibles fósiles","comercio y sectores institucionales","comercio y sectores institucionales",2009,"co2",4619.83269
"energía","consumo de combustibles fósiles","residencial","residencial",2009,"co2",19523.1531
"energía","consumo de combustibles fósiles","agricultura, pesca y forestal","agricultura, pesca y forestal",2009,"co2",8268.22887
"procesos industriales","industria de los minerales","producción de cemento","producción de cemento",2009,"co2",19445.8902895
"procesos industriales","industria de los minerales","producción de cal","producción de cal",2009,"co2",2725.20642
"procesos industriales","industria de los minerales","uso de piedra caliza y dolomita","uso de piedra caliza y dolomita",2009,"co2",12167.547820392
"procesos industriales","industria de los minerales","producción y uso de carbonato de sodio","producción y uso de carbonato de sodio",2009,"co2",120.35
"procesos industriales","industria química","producción de amoniaco","producción de amoniaco",2009,"co2",1185
"procesos industriales","industria de los metales","producción de hierro y acero","producción de hierro y acero",2009,"co2",4077.8764
"procesos industriales","industria de los metales","producción de ferroaleaciones","producción de ferroaleaciones",2009,"co2",212.6375
"procesos industriales","industria de los metales","producción de aluminio","producción de aluminio",2009,"co2",30
"uso del suelo, cambio de uso del suelo y silvicultura","cambios de biomasa en bosques y otros tipos de vegetación leñosa","cambios de biomasa en bosques y otros tipos de vegetación leñosa","cambios de biomasa en bosques y otros tipos de vegetación leñosa",2009,"co2",7137.95620633816
"uso del suelo, cambio de uso del suelo y silvicultura","conversion de bosques y pastizales","conversion de bosques y pastizales","conversion de bosques y pastizales",2009,"co2",44885.3280247073
"uso del suelo, cambio de uso del suelo y silvicultura","captura por abandono de tierras manejadas","captura por abandono de tierras manejadas","captura por abandono de tierras manejadas",2009,"co2",-18486.2970406174
"uso del suelo, cambio de uso del suelo y silvicultura","emisiones y remociones de co2 de los suelos","emisiones y remociones de co2 de los suelos","emisiones y remociones de co2 de los suelos",2009,"co2",13873.1431654902
"desechos (ipcc 2006)","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos",2009,"co2",559.925833317798
"bunkers","aviación internacional","aviación internacional","aviación internacional",2009,"co2",3160.4851777911
"bunkers","navegación internacional","navegación internacional","navegación internacional",2009,"co2",92.5415483920931
"emisiones de co2 por quema de biomasa","emisiones de co2 por quema de biomasa","emisiones de co2 por quema de biomasa","emisiones de co2 por quema de biomasa",2009,"co2",37787.321
"energía","consumo de combustibles fósiles","producción de electricidad","producción de electricidad",2010,"co2",114873.43967
"energía","consumo de combustibles fósiles","consumo propio","consumo propio",2010,"co2",47358.9742491525
"energía","consumo de combustibles fósiles","hierro y acero","hierro y acero",2010,"co2",7779.14751139552
"energía","consumo de combustibles fósiles","metales no ferrosos","metales no ferrosos",2010,"co2",70.147935
"energía","consumo de combustibles fósiles","productos químicos","productos químicos",2010,"co2",9548.085195
"energía","consumo de combustibles fósiles","pulpa, papel e impresión","pulpa, papel e impresión",2010,"co2",2492.257515
"energía","consumo de combustibles fósiles","procesamiento de alimentos, bebidas y tabaco","procesamiento de alimentos, bebidas y tabaco",2010,"co2",2270.4429
"energía","consumo de combustibles fósiles","otros","otros",2010,"co2",34328.51917
"energía","consumo de combustibles fósiles","aviación civil","aviación civil",2010,"co2",4834.79640684266
"energía","consumo de combustibles fósiles","autotransporte","autotransporte",2010,"co2",144283.58505
"energía","consumo de combustibles fósiles","ferrocarril","ferrocarril",2010,"co2",1934.33988
"energía","consumo de combustibles fósiles","navegación","navegación",2010,"co2",2331.78473277702
"energía","consumo de combustibles fósiles","comercio y sectores institucionales","comercio y sectores institucionales",2010,"co2",4809.749835
"energía","consumo de combustibles fósiles","residencial","residencial",2010,"co2",19986.6612
"energía","consumo de combustibles fósiles","agricultura, pesca y forestal","agricultura, pesca y forestal",2010,"co2",8228.26257
"procesos industriales","industria de los minerales","producción de cemento","producción de cemento",2010,"co2",20003.3266976804
"procesos industriales","industria de los minerales","producción de cal","producción de cal",2010,"co2",2664.29120221936
"procesos industriales","industria de los minerales","uso de piedra caliza y dolomita","uso de piedra caliza y dolomita",2010,"co2",12445.7403733726
"procesos industriales","industria de los minerales","producción y uso de carbonato de sodio","producción y uso de carbonato de sodio",2010,"co2",120.35
"procesos industriales","industria química","producción de amoniaco","producción de amoniaco",2010,"co2",1348.5
"procesos industriales","industria de los metales","producción de hierro y acero","producción de hierro y acero",2010,"co2",5110.9979
"procesos industriales","industria de los metales","producción de ferroaleaciones","producción de ferroaleaciones",2010,"co2",358.2311
"procesos industriales","industria de los metales","producción de aluminio","producción de aluminio",2010,"co2",30
"uso del suelo, cambio de uso del suelo y silvicultura","cambios de biomasa en bosques y otros tipos de vegetación leñosa","cambios de biomasa en bosques y otros tipos de vegetación leñosa","cambios de biomasa en bosques y otros tipos de vegetación leñosa",2010,"co2",5860.64270776411
"uso del suelo, cambio de uso del suelo y silvicultura","conversion de bosques y pastizales","conversion de bosques y pastizales","conversion de bosques y pastizales",2010,"co2",45325.1403485866
"uso del suelo, cambio de uso del suelo y silvicultura","captura por abandono de tierras manejadas","captura por abandono de tierras manejadas","captura por abandono de tierras manejadas",2010,"co2",-18109.1517769124
"uso del suelo, cambio de uso del suelo y silvicultura","emisiones y remociones de co2 de los suelos","emisiones y remociones de co2 de los suelos","emisiones y remociones de co2 de los suelos",2010,"co2",12593.0122475849
"desechos (ipcc 2006)","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos",2010,"co2",569.356830179357
"bunkers","aviación internacional","aviación internacional","aviación internacional",2010,"co2",3297.9314475966
"bunkers","navegación internacional","navegación internacional","navegación internacional",2010,"co2",97.1862072229826
"emisiones de co2 por quema de biomasa","emisiones de co2 por quema de biomasa","emisiones de co2 por quema de biomasa","emisiones de co2 por quema de biomasa",2010,"co2",37387.1593333333
"energía","consumo de combustibles fósiles","producción de electricidad","producción de electricidad",1990,"ch4",31.9811142
"energía","consumo de combustibles fósiles","consumo propio","consumo propio",1990,"ch4",26.352179175
"energía","consumo de combustibles fósiles","hierro y acero","hierro y acero",1990,"ch4",3.5784660794841
"energía","consumo de combustibles fósiles","metales no ferrosos","metales no ferrosos",1990,"ch4",0.067725
"energía","consumo de combustibles fósiles","productos químicos","productos químicos",1990,"ch4",8.5943886
"energía","consumo de combustibles fósiles","pulpa, papel e impresión","pulpa, papel e impresión",1990,"ch4",1.7568684
"energía","consumo de combustibles fósiles","procesamiento de alimentos, bebidas y tabaco","procesamiento de alimentos, bebidas y tabaco",1990,"ch4",48.3966126
"energía","consumo de combustibles fósiles","otros","otros",1990,"ch4",8.9625333
"energía","consumo de combustibles fósiles","aviación civil","aviación civil",1990,"ch4",2.6760615
"energía","consumo de combustibles fósiles","autotransporte","autotransporte",1990,"ch4",380.3854215
"energía","consumo de combustibles fósiles","ferrocarril","ferrocarril",1990,"ch4",2.798145
"energía","consumo de combustibles fósiles","navegación","navegación",1990,"ch4",2.5381933538976
"energía","consumo de combustibles fósiles","comercio y sectores institucionales","comercio y sectores institucionales",1990,"ch4",5.1755781
"energía","consumo de combustibles fósiles","residencial","residencial",1990,"ch4",992.16634104
"energía","consumo de combustibles fósiles","agricultura, pesca y forestal","agricultura, pesca y forestal",1990,"ch4",14.37072
"energía","emisiones fugitivas","minería de carbón","minas subterráneas",1990,"ch4",2335.956273
"energía","emisiones fugitivas","minería de carbón","minas a cielo abierto (en superficie)",1990,"ch4",30.875208
"energía","emisiones fugitivas","petróleo","petróleo",1990,"ch4",404.68935192
"energía","emisiones fugitivas","gas natural","gas natural",1990,"ch4",13807.3808373717
"energía","emisiones fugitivas","venteo y combustión en quemadores","venteo y combustión en quemadores",1990,"ch4",30024.5808276746
"procesos industriales","industria química","otros","otros",1990,"ch4",83.098986599664
"agricultura","fermentación entérica","vacas","lecheras",1990,"ch4",3258.24757893467
"agricultura","fermentación entérica","vacas","no lecheras",1990,"ch4",31912.9084827
"agricultura","fermentación entérica","ovejas","ovejas",1990,"ch4",613.83
"agricultura","fermentación entérica","cabras","cabras",1990,"ch4",1096.094895
"agricultura","fermentación entérica","caballos","caballos",1990,"ch4",1084.41099270001
"agricultura","fermentación entérica","mulas y asnos","mulas y asnos",1990,"ch4",517.859611500084
"agricultura","fermentación entérica","cerdos","cerdos",1990,"ch4",319.263
"agricultura","manejo de estiércol","vacas","lecheras",1990,"ch4",21.6689871856166
"agricultura","manejo de estiércol","vacas","no lecheras",1990,"ch4",673.1403
"agricultura","manejo de estiércol","ovejas","ovejas",1990,"ch4",17.064474
"agricultura","manejo de estiércol","cabras","cabras",1990,"ch4",32.663627871
"agricultura","manejo de estiércol","caballos","caballos",1990,"ch4",108.621834435451
"agricultura","manejo de estiércol","mulas y asnos","mulas y asnos",1990,"ch4",51.0609576939083
"agricultura","manejo de estiércol","cerdos","cerdos",1990,"ch4",221.568522
"agricultura","manejo de estiércol","aves","aves",1990,"ch4",41.5274368924798
"agricultura","cultivo de arroz","cultivo irrigado","cultivo irrigado",1990,"ch4",221.6802
"agricultura","cultivo de arroz","cultivo de temporal","cultivo de temporal",1990,"ch4",88.40328
"agricultura","quemas en campo de residuos agrícolas","quemas en campo de residuos agrícolas","quemas en campo de residuos agrícolas",1990,"ch4",32.7609754407936
"uso del suelo, cambio de uso del suelo y silvicultura","conversion de bosques y pastizales","conversion de bosques y pastizales","conversion de bosques y pastizales",1990,"ch4",929.660746658152
"desechos (ipcc 2006)","eliminación de desechos sólidos","eliminación de desechos sólidos","eliminación de desechos sólidos",1990,"ch4",6653.57634888714
"desechos (ipcc 2006)","tratamiento biológico de los desechos sólidos","tratamiento biológico de los desechos sólidos","tratamiento biológico de los desechos sólidos",1990,"ch4",201.9049116
"desechos (ipcc 2006)","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos",1990,"ch4",255.0278094
"desechos (ipcc 2006)","tratamiento y eliminación de aguas residuales","tratamiento y eliminación de aguas residuales domésticas","   tratamiento y eliminación de aguas residuales domésticas",1990,"ch4",3948.20950108141
"desechos (ipcc 2006)","tratamiento y eliminación de aguas residuales","tratamiento y eliminación de aguas residuales industriales","   tratamiento y eliminación de aguas residuales industriales",1990,"ch4",3808.133502642
"bunkers","aviación internacional","aviación internacional","aviación internacional",1990,"ch4",3.82725
"bunkers","navegación internacional","navegación internacional","navegación internacional",1990,"ch4",0.1296466461024
"energía","consumo de combustibles fósiles","producción de electricidad","producción de electricidad",1991,"ch4",35.3409546
"energía","consumo de combustibles fósiles","consumo propio","consumo propio",1991,"ch4",27.1342095612
"energía","consumo de combustibles fósiles","hierro y acero","hierro y acero",1991,"ch4",3.4160572316262
"energía","consumo de combustibles fósiles","metales no ferrosos","metales no ferrosos",1991,"ch4",0.0546084
"energía","consumo de combustibles fósiles","productos químicos","productos químicos",1991,"ch4",9.2886696
"energía","consumo de combustibles fósiles","pulpa, papel e impresión","pulpa, papel e impresión",1991,"ch4",1.5442812
"energía","consumo de combustibles fósiles","procesamiento de alimentos, bebidas y tabaco","procesamiento de alimentos, bebidas y tabaco",1991,"ch4",55.320951
"energía","consumo de combustibles fósiles","otros","otros",1991,"ch4",8.9303277
"energía","consumo de combustibles fósiles","aviación civil","aviación civil",1991,"ch4",3.108063
"energía","consumo de combustibles fósiles","autotransporte","autotransporte",1991,"ch4",409.107321
"energía","consumo de combustibles fósiles","ferrocarril","ferrocarril",1991,"ch4",2.34213
"energía","consumo de combustibles fósiles","navegación","navegación",1991,"ch4",2.9379827825145
"energía","consumo de combustibles fósiles","comercio y sectores institucionales","comercio y sectores institucionales",1991,"ch4",8.7019674
"energía","consumo de combustibles fósiles","residencial","residencial",1991,"ch4",999.77016384
"energía","consumo de combustibles fósiles","agricultura, pesca y forestal","agricultura, pesca y forestal",1991,"ch4",14.80185
"energía","emisiones fugitivas","minería de carbón","minas subterráneas",1991,"ch4",2094.557283
"energía","emisiones fugitivas","minería de carbón","minas a cielo abierto (en superficie)",1991,"ch4",35.630868
"energía","emisiones fugitivas","petróleo","petróleo",1991,"ch4",424.378233405
"energía","emisiones fugitivas","gas natural","gas natural",1991,"ch4",13479.514366261
"energía","emisiones fugitivas","venteo y combustión en quemadores","venteo y combustión en quemadores",1991,"ch4",29155.358321887
"procesos industriales","industria química","otros","otros",1991,"ch4",73.990612494624
"agricultura","fermentación entérica","vacas","lecheras",1991,"ch4",3309.68897205431
"agricultura","fermentación entérica","vacas","no lecheras",1991,"ch4",31682.405735064
"agricultura","fermentación entérica","ovejas","ovejas",1991,"ch4",637.47411
"agricultura","fermentación entérica","cabras","cabras",1991,"ch4",1055.39553
"agricultura","fermentación entérica","caballos","caballos",1991,"ch4",1097.936532
"agricultura","fermentación entérica","mulas y asnos","mulas y asnos",1991,"ch4",477.986461049999
"agricultura","fermentación entérica","cerdos","cerdos",1991,"ch4",293.143137
"agricultura","manejo de estiércol","vacas","lecheras",1991,"ch4",22.022792242281
"agricultura","manejo de estiércol","vacas","no lecheras",1991,"ch4",668.278296
"agricultura","manejo de estiércol","ovejas","ovejas",1991,"ch4",17.7466963160738
"agricultura","manejo de estiércol","cabras","cabras",1991,"ch4",31.4920375615274
"agricultura","manejo de estiércol","caballos","caballos",1991,"ch4",109.950662393829
"agricultura","manejo de estiércol","mulas y asnos","mulas y asnos",1991,"ch4",47.1374178938661
"agricultura","manejo de estiércol","cerdos","cerdos",1991,"ch4",203.549419832041
"agricultura","manejo de estiércol","aves","aves",1991,"ch4",42.3238995082679
"agricultura","cultivo de arroz","cultivo irrigado","cultivo irrigado",1991,"ch4",186.2826
"agricultura","cultivo de arroz","cultivo de temporal","cultivo de temporal",1991,"ch4",67.93416
"agricultura","quemas en campo de residuos agrícolas","quemas en campo de residuos agrícolas","quemas en campo de residuos agrícolas",1991,"ch4",31.512623651712
"uso del suelo, cambio de uso del suelo y silvicultura","conversion de bosques y pastizales","conversion de bosques y pastizales","conversion de bosques y pastizales",1991,"ch4",819.925843058491
"desechos (ipcc 2006)","eliminación de desechos sólidos","eliminación de desechos sólidos","eliminación de desechos sólidos",1991,"ch4",6427.98373463168
"desechos (ipcc 2006)","tratamiento biológico de los desechos sólidos","tratamiento biológico de los desechos sólidos","tratamiento biológico de los desechos sólidos",1991,"ch4",203.2228548
"desechos (ipcc 2006)","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos",1991,"ch4",260.9651226
"desechos (ipcc 2006)","tratamiento y eliminación de aguas residuales","tratamiento y eliminación de aguas residuales domésticas","   tratamiento y eliminación de aguas residuales domésticas",1991,"ch4",4040.12805886588
"desechos (ipcc 2006)","tratamiento y eliminación de aguas residuales","tratamiento y eliminación de aguas residuales industriales","   tratamiento y eliminación de aguas residuales industriales",1991,"ch4",3866.955293502
"bunkers","aviación internacional","aviación internacional","aviación internacional",1991,"ch4",4.0635
"bunkers","navegación internacional","navegación internacional","navegación internacional",1991,"ch4",0.1500672174855
"energía","consumo de combustibles fósiles","producción de electricidad","producción de electricidad",1992,"ch4",33.569361
"energía","consumo de combustibles fósiles","consumo propio","consumo propio",1992,"ch4",26.7541898022
"energía","consumo de combustibles fósiles","hierro y acero","hierro y acero",1992,"ch4",3.0474946610997
"energía","consumo de combustibles fósiles","metales no ferrosos","metales no ferrosos",1992,"ch4",0.0772842
"energía","consumo de combustibles fósiles","productos químicos","productos químicos",1992,"ch4",8.788794
"energía","consumo de combustibles fósiles","pulpa, papel e impresión","pulpa, papel e impresión",1992,"ch4",1.3821528
"energía","consumo de combustibles fósiles","procesamiento de alimentos, bebidas y tabaco","procesamiento de alimentos, bebidas y tabaco",1992,"ch4",51.1877268
"energía","consumo de combustibles fósiles","otros","otros",1992,"ch4",9.8110824
"energía","consumo de combustibles fósiles","aviación civil","aviación civil",1992,"ch4",2.27577
"energía","consumo de combustibles fósiles","autotransporte","autotransporte",1992,"ch4",414.2152035
"energía","consumo de combustibles fósiles","ferrocarril","ferrocarril",1992,"ch4",2.361345
"energía","consumo de combustibles fósiles","navegación","navegación",1992,"ch4",1.6870674339036
"energía","consumo de combustibles fósiles","comercio y sectores institucionales","comercio y sectores institucionales",1992,"ch4",10.2200301
"energía","consumo de combustibles fósiles","residencial","residencial",1992,"ch4",1007.9447322
"energía","consumo de combustibles fósiles","agricultura, pesca y forestal","agricultura, pesca y forestal",1992,"ch4",14.86611
"energía","emisiones fugitivas","minería de carbón","minas subterráneas",1992,"ch4",1873.929834
"energía","emisiones fugitivas","minería de carbón","minas a cielo abierto (en superficie)",1992,"ch4",37.020984
"energía","emisiones fugitivas","petróleo","petróleo",1992,"ch4",423.84222111
"energía","emisiones fugitivas","gas natural","gas natural",1992,"ch4",13241.0828280646
"energía","emisiones fugitivas","venteo y combustión en quemadores","venteo y combustión en quemadores",1992,"ch4",28781.7397847335
"procesos industriales","industria química","otros","otros",1992,"ch4",77.054205900756
"agricultura","fermentación entérica","vacas","lecheras",1992,"ch4",3374.85519
"agricultura","fermentación entérica","vacas","no lecheras",1992,"ch4",31020.67647
"agricultura","fermentación entérica","ovejas","ovejas",1992,"ch4",642.44418
"agricultura","fermentación entérica","cabras","cabras",1992,"ch4",1022.300055
"agricultura","fermentación entérica","caballos","caballos",1992,"ch4",1060.70187825
"agricultura","fermentación entérica","mulas y asnos","mulas y asnos",1992,"ch4",458.81455032
"agricultura","fermentación entérica","cerdos","cerdos",1992,"ch4",289.177077
"agricultura","manejo de estiércol","vacas","lecheras",1992,"ch4",22.45635
"agricultura","manejo de estiércol","vacas","no lecheras",1992,"ch4",654.32052
"agricultura","manejo de estiércol","ovejas","ovejas",1992,"ch4",17.8850585202418
"agricultura","manejo de estiércol","cabras","cabras",1992,"ch4",30.5044988500297
"agricultura","manejo de estiércol","caballos","caballos",1992,"ch4",106.221872318542
"agricultura","manejo de estiércol","mulas y asnos","mulas y asnos",1992,"ch4",45.2467485098032
"agricultura","manejo de estiércol","cerdos","cerdos",1992,"ch4",200.795511893821
"agricultura","manejo de estiércol","aves","aves",1992,"ch4",42.0558958628575
"agricultura","cultivo de arroz","cultivo irrigado","cultivo irrigado",1992,"ch4",237.9594
"agricultura","cultivo de arroz","cultivo de temporal","cultivo de temporal",1992,"ch4",56.72184
"agricultura","quemas en campo de residuos agrícolas","quemas en campo de residuos agrícolas","quemas en campo de residuos agrícolas",1992,"ch4",34.1930669326848
"uso del suelo, cambio de uso del suelo y silvicultura","conversion de bosques y pastizales","conversion de bosques y pastizales","conversion de bosques y pastizales",1992,"ch4",819.925843058491
"desechos (ipcc 2006)","eliminación de desechos sólidos","eliminación de desechos sólidos","eliminación de desechos sólidos",1992,"ch4",6248.93050065144
"desechos (ipcc 2006)","tratamiento biológico de los desechos sólidos","tratamiento biológico de los desechos sólidos","tratamiento biológico de los desechos sólidos",1992,"ch4",204.570828
"desechos (ipcc 2006)","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos","incineración e incineración abierta de desechos",1992,"ch4",322.87337355
"desechos (ipcc 2006)","tratamiento y eliminación de aguas residuales","tratamiento y eliminación de aguas residuales domésticas","   tratamiento y eliminación de aguas residuales domésticas",1992,"ch4",4338.4574853131
"desechos (ipcc 2006)","tratamiento y eliminación de aguas residuales","tratamiento y eliminación de aguas residuales industriales","   tratamiento y eliminación de aguas residuales industriales",1992,"ch4",3914.980280694
"bunkers","aviación internacional","aviación internacional","aviación internacional",1992,"ch4",6.167763
"bunkers","navegación internacional","navegación internacional","navegación internacional",1992,"ch4",0.0861725660964003
"energía","consumo de combustibles fósiles","producción de electricidad","producción de electricidad",1993,"ch4",33.6444927
"energía","consumo de combustibles fósiles","consumo propio","consumo propio",1993,"ch4",23.99747847
"energía","consumo de combustibles fósiles","hierro y acero","hierro y acero",1993,"ch4",3.3201455994168
"energía","consumo de combustibles fósiles","metales no ferrosos","metales no ferrosos",1993,"ch4",0.0810852
"energía","consumo de combustibles fósiles","productos químicos","productos químicos",1993,"ch4",8.432655
"energía","consumo de combustibles fósiles","pulpa, papel e impresión","pulpa, papel e impresión",1993,"ch4",1.3519464
"energía","consumo de combustibles fósiles","procesamiento de alimentos, bebidas y tabaco","procesamiento de alimentos, bebidas y tabaco",1993,"ch4",56.2928394
"energía","consumo de combustibles fósiles","otros","otros",1993,"ch4",10.4125602
"energía","consumo de combustibles fósiles","aviación civil","aviación civil",1993,"ch4",2.546271
"energía","consumo de combustibles fósiles","autotransporte","autotransporte",1993,"ch4",417.513413747643
"energía","consumo de combustibles fósiles","ferrocarril","ferrocarril",1993,"ch4",2.387595
"energía","consumo de combustibles fósiles","navegación","navegación",1993,"ch4",1.3763864936241
"energía","consumo de combustibles fósiles","comercio y sectores institucionales","comercio y sectores institucionales",1993,"ch4",10.0991877
"energía","consumo de combustibles fósiles","residencial","residencial",1993,"ch4",1016.18360844
"energía","consumo de combustibles fósiles","agricultura, pesca y forestal","agricultura, pesca y forestal",1993,"ch4",14.96145
"energía","emisiones fugitivas","minería de carbón","minas subterráneas",1993,"ch4",2226.484638
"energía","emisiones fugitivas","minería de carbón","minas a cielo abierto (en superficie)",1993,"ch4",41.849808
"energía","emisiones fugitivas","petróleo","petróleo",1993,"ch4",424.79014011
"energía","emisiones fugitivas","gas natural","gas natural",1993,"ch4",13400.2586030479
"energía","emisiones fugitivas","venteo y combustión en quemadores","venteo y combustión en quemadores",1993,"ch4",28617.5707406847
"procesos industriales","industria química","otros","otros",1993,"ch4",66.607488612924
"agricultura","fermentación entérica","vacas","lecheras",1993,"ch4",3577.5957
"agricultura","fermentación entérica","vacas","no lecheras",1993,"ch4",30207.85089
"agricultura","fermentación entérica","ovejas","ovejas",1993,"ch4",668.54718
"agricultura","fermentación entérica","cabras","cabras",1993,"ch4",1089.67362
"agricultura","fermentación entérica","caballos","caballos",1993,"ch4",1023.4672245
"agricultura","fermentación entérica","mulas y asnos","mulas y asnos",1993,"ch4",439.642639590002
"agricultura","fermentación entérica","cerdos","cerdos",1993,"ch4",340.024461
"agricultura","manejo de estiércol","vacas","lecheras",1993,"ch4",23.80539
"agricultura","manejo de estiércol","vacas","no lecheras",1993,"ch4",637.17549
"agricultura","manejo de estiércol","ovejas","ovejas",1993,"ch4",18.6117421716586
"agricultura","manejo de estiércol","cabras","cabras",1993,"ch4",32.5148644232419
"agricultura","manejo de estiércol","caballos","caballos",1993,"ch4",102.493082243254
"agricultura","manejo de estiércol","mulas y asnos","mulas y asnos",1993,"ch4",43.3560791257402
"agricultura","manejo de estiércol","cerdos","cerdos",1993,"ch4",236.102343972844
"agricultura","manejo de estiércol","aves","aves",1993,"ch4",60.7934865647658
"agricultura","cultivo de arroz","cultivo irrigado","cultivo irrigado",1993,"ch4",112.098
"agricultura","cultivo de arroz","cultivo de temporal","cultivo de temporal",1993,"ch4",54.17832
"agricultura","quemas en campo de residuos agrícolas","quemas en campo de residuos agrícolas","quemas en campo de residuos agrícolas",1993,"ch4",35.2005736948992
"uso del suelo, cambio de uso del suelo y silvicultura","conversion de bosques y pastizales","conversion de bosques y pastizales","conversion de bosques y pastizales",1993,"ch4",819.925843058491
"desechos (ipcc 2006)","eliminación de desechos sólidos","eliminación de desechos sólidos","eliminación de desechos sólidos",1993,"ch4",6286.73668475028
"desechos (ipcc 2006)","tratamiento biológico de los desechos sólidos","tratamiento biológico de los desechos sólidos","tratamiento biológico de los desechos sólidos",1993,"ch4",210.65226
